"VEN_DEV_SUBSYS";"VEN";"VEN_name";"DEV";"DEV_name";"SUBSYS";"SUBSYS_name"
"VEN_8086&DEV_3596";"8086";"Intel Corporation";"3596";"E7525/E7520/E7320 PCI Express Port A1";"";""
"VEN_8086&DEV_3597";"8086";"Intel Corporation";"3597";"E7525/E7520 PCI Express Port B";"";""
"VEN_8086&DEV_3597&SUBSYS_11001775";"8086";"Intel Corporation";"3597";"E7525/E7520 PCI Express Port B";"11001775";"CR11/VR11 Single Board Computer"
"VEN_8086&DEV_3598";"8086";"Intel Corporation";"3598";"E7520 PCI Express Port B1";"";""
"VEN_8086&DEV_3598&SUBSYS_11001775";"8086";"Intel Corporation";"3598";"E7520 PCI Express Port B1";"11001775";"CR11/VR11 Single Board Computer"
"VEN_8086&DEV_3599";"8086";"Intel Corporation";"3599";"E7520 PCI Express Port C";"";""
"VEN_8086&DEV_3599&SUBSYS_11001775";"8086";"Intel Corporation";"3599";"E7520 PCI Express Port C";"11001775";"CR11/VR11 Single Board Computer"
"VEN_8086&DEV_359A";"8086";"Intel Corporation";"359A";"E7520 PCI Express Port C1";"";""
"VEN_8086&DEV_359B";"8086";"Intel Corporation";"359B";"E7525/E7520/E7320 Extended Configuration Registers";"";""
"VEN_8086&DEV_359B&SUBSYS_02DD1014";"8086";"Intel Corporation";"359B";"E7525/E7520/E7320 Extended Configuration Registers";"02DD1014";"eServer xSeries server mainboard"
"VEN_8086&DEV_359E";"8086";"Intel Corporation";"359E";"E7525 Memory Controller Hub";"";""
"VEN_8086&DEV_359E&SUBSYS_01681028";"8086";"Intel Corporation";"359E";"E7525 Memory Controller Hub";"01681028";"Precision Workstation 670 Mainboard"
"VEN_8086&DEV_359E&SUBSYS_01691028";"8086";"Intel Corporation";"359E";"E7525 Memory Controller Hub";"01691028";"Precision 470"
"VEN_8086&DEV_35B0";"8086";"Intel Corporation";"35B0";"3100 Chipset Memory I/O Controller Hub";"";""
"VEN_8086&DEV_35B1";"8086";"Intel Corporation";"35B1";"3100 DRAM Controller Error Reporting Registers";"";""
"VEN_8086&DEV_35B5";"8086";"Intel Corporation";"35B5";"3100 Chipset Enhanced DMA Controller";"";""
"VEN_8086&DEV_35B6";"8086";"Intel Corporation";"35B6";"3100 Chipset PCI Express Port A";"";""
"VEN_8086&DEV_35B7";"8086";"Intel Corporation";"35B7";"3100 Chipset PCI Express Port A1";"";""
"VEN_8086&DEV_35C8";"8086";"Intel Corporation";"35C8";"3100 Extended Configuration Test Overflow Registers";"";""
"VEN_8086&DEV_3600";"8086";"Intel Corporation";"3600";"7300 Chipset Memory Controller Hub";"";""
"VEN_8086&DEV_3604";"8086";"Intel Corporation";"3604";"7300 Chipset PCI Express Port 1";"";""
"VEN_8086&DEV_3605";"8086";"Intel Corporation";"3605";"7300 Chipset PCI Express Port 2";"";""
"VEN_8086&DEV_3606";"8086";"Intel Corporation";"3606";"7300 Chipset PCI Express Port 3";"";""
"VEN_8086&DEV_3607";"8086";"Intel Corporation";"3607";"7300 Chipset PCI Express Port 4";"";""
"VEN_8086&DEV_3608";"8086";"Intel Corporation";"3608";"7300 Chipset PCI Express Port 5";"";""
"VEN_8086&DEV_3609";"8086";"Intel Corporation";"3609";"7300 Chipset PCI Express Port 6";"";""
"VEN_8086&DEV_360A";"8086";"Intel Corporation";"360A";"7300 Chipset PCI Express Port 7";"";""
"VEN_8086&DEV_360B";"8086";"Intel Corporation";"360B";"7300 Chipset QuickData Technology Device";"";""
"VEN_8086&DEV_360C";"8086";"Intel Corporation";"360C";"7300 Chipset FSB Registers";"";""
"VEN_8086&DEV_360C&SUBSYS_01F01028";"8086";"Intel Corporation";"360C";"7300 Chipset FSB Registers";"01F01028";"PowerEdge R900 7300 Chipset FSB Registers"
"VEN_8086&DEV_360D";"8086";"Intel Corporation";"360D";"7300 Chipset Snoop Filter Registers";"";""
"VEN_8086&DEV_360E";"8086";"Intel Corporation";"360E";"7300 Chipset Debug and Miscellaneous Registers";"";""
"VEN_8086&DEV_360F";"8086";"Intel Corporation";"360F";"7300 Chipset FBD Branch 0 Registers";"";""
"VEN_8086&DEV_3610";"8086";"Intel Corporation";"3610";"7300 Chipset FBD Branch 1 Registers";"";""
"VEN_8086&DEV_3700";"8086";"Intel Corporation";"3700";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3701";"8086";"Intel Corporation";"3701";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3702";"8086";"Intel Corporation";"3702";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3703";"8086";"Intel Corporation";"3703";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3704";"8086";"Intel Corporation";"3704";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3705";"8086";"Intel Corporation";"3705";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3706";"8086";"Intel Corporation";"3706";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3707";"8086";"Intel Corporation";"3707";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3708";"8086";"Intel Corporation";"3708";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3709";"8086";"Intel Corporation";"3709";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_370A";"8086";"Intel Corporation";"370A";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_370B";"8086";"Intel Corporation";"370B";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_370C";"8086";"Intel Corporation";"370C";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_370D";"8086";"Intel Corporation";"370D";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_370E";"8086";"Intel Corporation";"370E";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_370F";"8086";"Intel Corporation";"370F";"Xeon C5500/C3500 DMI";"";""
"VEN_8086&DEV_3710";"8086";"Intel Corporation";"3710";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3711";"8086";"Intel Corporation";"3711";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3712";"8086";"Intel Corporation";"3712";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3713";"8086";"Intel Corporation";"3713";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3714";"8086";"Intel Corporation";"3714";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3715";"8086";"Intel Corporation";"3715";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3716";"8086";"Intel Corporation";"3716";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3717";"8086";"Intel Corporation";"3717";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3718";"8086";"Intel Corporation";"3718";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_3719";"8086";"Intel Corporation";"3719";"Xeon C5500/C3500 CB3 DMA";"";""
"VEN_8086&DEV_371A";"8086";"Intel Corporation";"371A";"Xeon C5500/C3500 QPI Link";"";""
"VEN_8086&DEV_371B";"8086";"Intel Corporation";"371B";"Xeon C5500/C3500 QPI Routing and Protocol";"";""
"VEN_8086&DEV_371D";"8086";"Intel Corporation";"371D";"Xeon C5500/C3500 QPI Routing and Protocol";"";""
"VEN_8086&DEV_3720";"8086";"Intel Corporation";"3720";"Xeon C5500/C3500 PCI Express Root Port 0";"";""
"VEN_8086&DEV_3721";"8086";"Intel Corporation";"3721";"Xeon C5500/C3500 PCI Express Root Port 1";"";""
"VEN_8086&DEV_3722";"8086";"Intel Corporation";"3722";"Xeon C5500/C3500 PCI Express Root Port 2";"";""
"VEN_8086&DEV_3723";"8086";"Intel Corporation";"3723";"Xeon C5500/C3500 PCI Express Root Port 3";"";""
"VEN_8086&DEV_3724";"8086";"Intel Corporation";"3724";"Xeon C5500/C3500 PCI Express Root Port 4";"";""
"VEN_8086&DEV_3725";"8086";"Intel Corporation";"3725";"Xeon C5500/C3500 NTB Primary";"";""
"VEN_8086&DEV_3726";"8086";"Intel Corporation";"3726";"Xeon C5500/C3500 NTB Primary";"";""
"VEN_8086&DEV_3727";"8086";"Intel Corporation";"3727";"Xeon C5500/C3500 NTB Secondary";"";""
"VEN_8086&DEV_3728";"8086";"Intel Corporation";"3728";"Xeon C5500/C3500 Core";"";""
"VEN_8086&DEV_3729";"8086";"Intel Corporation";"3729";"Xeon C5500/C3500 Core";"";""
"VEN_8086&DEV_372A";"8086";"Intel Corporation";"372A";"Xeon C5500/C3500 Core";"";""
"VEN_8086&DEV_372B";"8086";"Intel Corporation";"372B";"Xeon C5500/C3500 Core";"";""
"VEN_8086&DEV_372C";"8086";"Intel Corporation";"372C";"Xeon C5500/C3500 Reserved";"";""
"VEN_8086&DEV_373F";"8086";"Intel Corporation";"373F";"Xeon C5500/C3500 IOxAPIC";"";""
"VEN_8086&DEV_37C8";"8086";"Intel Corporation";"37C8";"C62x Chipset QuickAssist Technology";"";""
"VEN_8086&DEV_37C8&SUBSYS_00018086";"8086";"Intel Corporation";"37C8";"C62x Chipset QuickAssist Technology";"00018086";"QuickAssist Adapter 8960"
"VEN_8086&DEV_37C8&SUBSYS_00028086";"8086";"Intel Corporation";"37C8";"C62x Chipset QuickAssist Technology";"00028086";"QuickAssist Adapter 8970"
"VEN_8086&DEV_37C9";"8086";"Intel Corporation";"37C9";"C62x Chipset QuickAssist Technology Virtual Function";"";""
"VEN_8086&DEV_37CC";"8086";"Intel Corporation";"37CC";"Ethernet Connection X722";"";""
"VEN_8086&DEV_37CD";"8086";"Intel Corporation";"37CD";"Ethernet Virtual Function 700 Series";"";""
"VEN_8086&DEV_37CE";"8086";"Intel Corporation";"37CE";"Ethernet Connection X722 for 10GbE backplane";"";""
"VEN_8086&DEV_37CE&SUBSYS_02151590";"8086";"Intel Corporation";"37CE";"Ethernet Connection X722 for 10GbE backplane";"02151590";"Ethernet 10Gb 2-port 568i Adapter"
"VEN_8086&DEV_37CE&SUBSYS_402317AA";"8086";"Intel Corporation";"37CE";"Ethernet Connection X722 for 10GbE backplane";"402317AA";"Intel Ethernet Connection X722 for 10GbE backplane"
"VEN_8086&DEV_37CE&SUBSYS_402517AA";"8086";"Intel Corporation";"37CE";"Ethernet Connection X722 for 10GbE backplane";"402517AA";"Ethernet Connection X722 for 10GbE backplane"
"VEN_8086&DEV_37CF";"8086";"Intel Corporation";"37CF";"Ethernet Connection X722 for 10GbE QSFP+";"";""
"VEN_8086&DEV_37D0";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"";""
"VEN_8086&DEV_37D0&SUBSYS_402017AA";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"402017AA";"Intel Ethernet Connection X722 for 10G SFP+"
"VEN_8086&DEV_37D0&SUBSYS_402117AA";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"402117AA";"Intel Ethernet Connection X722 for 10G SFP+"
"VEN_8086&DEV_37D0&SUBSYS_402217AA";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"402217AA";"Ethernet Connection X722 for 10GbE SFP+"
"VEN_8086&DEV_37D0&SUBSYS_00018086";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"00018086";"Ethernet Network Adapter X722-2"
"VEN_8086&DEV_37D0&SUBSYS_00028086";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"00028086";"Ethernet Network Adapter X722-2"
"VEN_8086&DEV_37D0&SUBSYS_00038086";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"00038086";"Ethernet Network Adapter X722-4"
"VEN_8086&DEV_37D0&SUBSYS_00048086";"8086";"Intel Corporation";"37D0";"Ethernet Connection X722 for 10GbE SFP+";"00048086";"Ethernet Network Adapter X722-4"
"VEN_8086&DEV_37D1";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"";""
"VEN_8086&DEV_37D1&SUBSYS_001014CD";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"001014CD";"88E1514 Ethernet OCP 2x1G RJ45 Phy Card [USI-1514-1GbaseT]"
"VEN_8086&DEV_37D1&SUBSYS_02161590";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"02161590";"Ethernet 1Gb 2-port 368i Adapter"
"VEN_8086&DEV_37D1&SUBSYS_02171590";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"02171590";"Ethernet 1Gb 2-port 368FLR-MMT Adapter"
"VEN_8086&DEV_37D1&SUBSYS_02471590";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"02471590";"Ethernet 1Gb 4-port 369i Adapter"
"VEN_8086&DEV_37D1&SUBSYS_402017AA";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"402017AA";"Ethernet Connection X722 for 1GbE"
"VEN_8086&DEV_37D1&SUBSYS_402117AA";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"402117AA";"Ethernet Connection X722 for 1GbE"
"VEN_8086&DEV_37D1&SUBSYS_402217AA";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"402217AA";"Ethernet Connection X722 for 1GbE"
"VEN_8086&DEV_37D1&SUBSYS_402417AA";"8086";"Intel Corporation";"37D1";"Ethernet Connection X722 for 1GbE";"402417AA";"Ethernet Connection X722 for 1GbE"
"VEN_8086&DEV_37D2";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"";""
"VEN_8086&DEV_37D2&SUBSYS_01801059";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"01801059";"RD10019 10GbE interface"
"VEN_8086&DEV_37D2&SUBSYS_37D21170";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"37D21170";"Ethernet Connection X722 for 10GBASE-T"
"VEN_8086&DEV_37D2&SUBSYS_003014CD";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"003014CD";"Ethernet OCP 2x10G RJ45 Phy Card [USI-X557-10GbaseT]"
"VEN_8086&DEV_37D2&SUBSYS_02181590";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"02181590";"Ethernet 10Gb 2-port 568FLR-MMT Adapter"
"VEN_8086&DEV_37D2&SUBSYS_402017AA";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"402017AA";"Ethernet Connection X722 for 10GBASE-T"
"VEN_8086&DEV_37D2&SUBSYS_402117AA";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"402117AA";"Ethernet Connection X722 for 10GBASE-T"
"VEN_8086&DEV_37D2&SUBSYS_402217AA";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"402217AA";"Ethernet Connection X722 for 10GBASE-T"
"VEN_8086&DEV_37D2&SUBSYS_402417AA";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"402417AA";"Ethernet Connection X722 for 10GBASE-T"
"VEN_8086&DEV_37D2&SUBSYS_402517AA";"8086";"Intel Corporation";"37D2";"Ethernet Connection X722 for 10GBASE-T";"402517AA";"Ethernet Connection X722 for 10GBASE-T"
"VEN_8086&DEV_37D3";"8086";"Intel Corporation";"37D3";"Ethernet Connection X722 for 10GbE SFP+";"";""
"VEN_8086&DEV_37D3&SUBSYS_02191590";"8086";"Intel Corporation";"37D3";"Ethernet Connection X722 for 10GbE SFP+";"02191590";"Ethernet 10Gb 2-port 568FLR-MMSFP+ Adapter"
"VEN_8086&DEV_37D3&SUBSYS_402017AA";"8086";"Intel Corporation";"37D3";"Ethernet Connection X722 for 10GbE SFP+";"402017AA";"Ethernet Connection X722 for 10GbE SFP+"
"VEN_8086&DEV_37D3&SUBSYS_402117AA";"8086";"Intel Corporation";"37D3";"Ethernet Connection X722 for 10GbE SFP+";"402117AA";"Ethernet Connection X722 for 10GbE SFP+"
"VEN_8086&DEV_37D3&SUBSYS_402517AA";"8086";"Intel Corporation";"37D3";"Ethernet Connection X722 for 10GbE SFP+";"402517AA";"Ethernet Connection X722 for 10GbE SFP+"
"VEN_8086&DEV_37D4";"8086";"Intel Corporation";"37D4";"Ethernet Connection X722 for 10GbE QSFP+";"";""
"VEN_8086&DEV_37D9";"8086";"Intel Corporation";"37D9";"X722 Hyper-V Virtual Function";"";""
"VEN_8086&DEV_3A00";"8086";"Intel Corporation";"3A00";"82801JD/DO (ICH10 Family) 4-port SATA IDE Controller";"";""
"VEN_8086&DEV_3A02";"8086";"Intel Corporation";"3A02";"82801JD/DO (ICH10 Family) SATA AHCI Controller";"";""
"VEN_8086&DEV_3A05";"8086";"Intel Corporation";"3A05";"82801JD/DO (ICH10 Family) SATA RAID Controller";"";""
"VEN_8086&DEV_3A06";"8086";"Intel Corporation";"3A06";"82801JD/DO (ICH10 Family) 2-port SATA IDE Controller";"";""
"VEN_8086&DEV_3A14";"8086";"Intel Corporation";"3A14";"82801JDO (ICH10DO) LPC Interface Controller";"";""
"VEN_8086&DEV_3A16";"8086";"Intel Corporation";"3A16";"82801JIR (ICH10R) LPC Interface Controller";"";""
"VEN_8086&DEV_3A16&SUBSYS_028C1028";"8086";"Intel Corporation";"3A16";"82801JIR (ICH10R) LPC Interface Controller";"028C1028";"PowerEdge R410 LPC Interface Controller"
"VEN_8086&DEV_3A16&SUBSYS_028D1028";"8086";"Intel Corporation";"3A16";"82801JIR (ICH10R) LPC Interface Controller";"028D1028";"PowerEdge T410 LPC Interface Controller"
"VEN_8086&DEV_3A16&SUBSYS_330B103C";"8086";"Intel Corporation";"3A16";"82801JIR (ICH10R) LPC Interface Controller";"330B103C";"ProLiant G6 series"
"VEN_8086&DEV_3A16&SUBSYS_82D41043";"8086";"Intel Corporation";"3A16";"82801JIR (ICH10R) LPC Interface Controller";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A16&SUBSYS_50011458";"8086";"Intel Corporation";"3A16";"82801JIR (ICH10R) LPC Interface Controller";"50011458";"GA-EP45-DS5 Motherboard"
"VEN_8086&DEV_3A18";"8086";"Intel Corporation";"3A18";"82801JIB (ICH10) LPC Interface Controller";"";""
"VEN_8086&DEV_3A1A";"8086";"Intel Corporation";"3A1A";"82801JD (ICH10D) LPC Interface Controller";"";""
"VEN_8086&DEV_3A20";"8086";"Intel Corporation";"3A20";"82801JI (ICH10 Family) 4 port SATA IDE Controller #1";"";""
"VEN_8086&DEV_3A20&SUBSYS_028C1028";"8086";"Intel Corporation";"3A20";"82801JI (ICH10 Family) 4 port SATA IDE Controller #1";"028C1028";"PowerEdge R410 SATA IDE Controller"
"VEN_8086&DEV_3A20&SUBSYS_028D1028";"8086";"Intel Corporation";"3A20";"82801JI (ICH10 Family) 4 port SATA IDE Controller #1";"028D1028";"PowerEdge T410 SATA IDE Controller"
"VEN_8086&DEV_3A22";"8086";"Intel Corporation";"3A22";"82801JI (ICH10 Family) SATA AHCI Controller";"";""
"VEN_8086&DEV_3A22&SUBSYS_330B103C";"8086";"Intel Corporation";"3A22";"82801JI (ICH10 Family) SATA AHCI Controller";"330B103C";"ProLiant G6 series"
"VEN_8086&DEV_3A22&SUBSYS_82D41043";"8086";"Intel Corporation";"3A22";"82801JI (ICH10 Family) SATA AHCI Controller";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A22&SUBSYS_B0051458";"8086";"Intel Corporation";"3A22";"82801JI (ICH10 Family) SATA AHCI Controller";"B0051458";"GA-EP45-DS5/GA-EG45M-DS2H Motherboard"
"VEN_8086&DEV_3A25";"8086";"Intel Corporation";"3A25";"82801JIR (ICH10R) SATA RAID Controller";"";""
"VEN_8086&DEV_3A25&SUBSYS_028C1028";"8086";"Intel Corporation";"3A25";"82801JIR (ICH10R) SATA RAID Controller";"028C1028";"PERC S100 Controller (PE R410)"
"VEN_8086&DEV_3A25&SUBSYS_028D1028";"8086";"Intel Corporation";"3A25";"82801JIR (ICH10R) SATA RAID Controller";"028D1028";"PERC S100 Controller (PE T410)"
"VEN_8086&DEV_3A25&SUBSYS_02F11028";"8086";"Intel Corporation";"3A25";"82801JIR (ICH10R) SATA RAID Controller";"02F11028";"PERC S100 Controller (PE R510)"
"VEN_8086&DEV_3A26";"8086";"Intel Corporation";"3A26";"82801JI (ICH10 Family) 2 port SATA IDE Controller #2";"";""
"VEN_8086&DEV_3A26&SUBSYS_028C1028";"8086";"Intel Corporation";"3A26";"82801JI (ICH10 Family) 2 port SATA IDE Controller #2";"028C1028";"PowerEdge R410 SATA IDE Controller"
"VEN_8086&DEV_3A26&SUBSYS_028D1028";"8086";"Intel Corporation";"3A26";"82801JI (ICH10 Family) 2 port SATA IDE Controller #2";"028D1028";"PowerEdge T410 SATA IDE Controller"
"VEN_8086&DEV_3A30";"8086";"Intel Corporation";"3A30";"82801JI (ICH10 Family) SMBus Controller";"";""
"VEN_8086&DEV_3A30&SUBSYS_82D41043";"8086";"Intel Corporation";"3A30";"82801JI (ICH10 Family) SMBus Controller";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A30&SUBSYS_50011458";"8086";"Intel Corporation";"3A30";"82801JI (ICH10 Family) SMBus Controller";"50011458";"GA-EP45-DS5/GA-EG45M-DS2H Motherboard"
"VEN_8086&DEV_3A32";"8086";"Intel Corporation";"3A32";"82801JI (ICH10 Family) Thermal Subsystem";"";""
"VEN_8086&DEV_3A34";"8086";"Intel Corporation";"3A34";"82801JI (ICH10 Family) USB UHCI Controller #1";"";""
"VEN_8086&DEV_3A34&SUBSYS_028C1028";"8086";"Intel Corporation";"3A34";"82801JI (ICH10 Family) USB UHCI Controller #1";"028C1028";"PowerEdge R410 USB UHCI Controller"
"VEN_8086&DEV_3A34&SUBSYS_028D1028";"8086";"Intel Corporation";"3A34";"82801JI (ICH10 Family) USB UHCI Controller #1";"028D1028";"PowerEdge T410 USB UHCI Controller"
"VEN_8086&DEV_3A34&SUBSYS_330B103C";"8086";"Intel Corporation";"3A34";"82801JI (ICH10 Family) USB UHCI Controller #1";"330B103C";"ProLiant G6 series"
"VEN_8086&DEV_3A34&SUBSYS_82D41043";"8086";"Intel Corporation";"3A34";"82801JI (ICH10 Family) USB UHCI Controller #1";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A34&SUBSYS_50041458";"8086";"Intel Corporation";"3A34";"82801JI (ICH10 Family) USB UHCI Controller #1";"50041458";"GA-EP45-DS5 Motherboard"
"VEN_8086&DEV_3A35";"8086";"Intel Corporation";"3A35";"82801JI (ICH10 Family) USB UHCI Controller #2";"";""
"VEN_8086&DEV_3A35&SUBSYS_028C1028";"8086";"Intel Corporation";"3A35";"82801JI (ICH10 Family) USB UHCI Controller #2";"028C1028";"PowerEdge R410 USB UHCI Controller"
"VEN_8086&DEV_3A35&SUBSYS_028D1028";"8086";"Intel Corporation";"3A35";"82801JI (ICH10 Family) USB UHCI Controller #2";"028D1028";"PowerEdge T410 USB UHCI Controller"
"VEN_8086&DEV_3A35&SUBSYS_330B103C";"8086";"Intel Corporation";"3A35";"82801JI (ICH10 Family) USB UHCI Controller #2";"330B103C";"ProLiant G6 series"
"VEN_8086&DEV_3A35&SUBSYS_82D41043";"8086";"Intel Corporation";"3A35";"82801JI (ICH10 Family) USB UHCI Controller #2";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A35&SUBSYS_50041458";"8086";"Intel Corporation";"3A35";"82801JI (ICH10 Family) USB UHCI Controller #2";"50041458";"GA-EP45-DS5 Motherboard"
"VEN_8086&DEV_3A36";"8086";"Intel Corporation";"3A36";"82801JI (ICH10 Family) USB UHCI Controller #3";"";""
"VEN_8086&DEV_3A36&SUBSYS_028C1028";"8086";"Intel Corporation";"3A36";"82801JI (ICH10 Family) USB UHCI Controller #3";"028C1028";"PowerEdge R410 USB UHCI Controller"
"VEN_8086&DEV_3A36&SUBSYS_028D1028";"8086";"Intel Corporation";"3A36";"82801JI (ICH10 Family) USB UHCI Controller #3";"028D1028";"PowerEdge T410 USB UHCI Controller"
"VEN_8086&DEV_3A36&SUBSYS_330B103C";"8086";"Intel Corporation";"3A36";"82801JI (ICH10 Family) USB UHCI Controller #3";"330B103C";"ProLiant G6 series"
"VEN_8086&DEV_3A36&SUBSYS_82D41043";"8086";"Intel Corporation";"3A36";"82801JI (ICH10 Family) USB UHCI Controller #3";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A36&SUBSYS_50041458";"8086";"Intel Corporation";"3A36";"82801JI (ICH10 Family) USB UHCI Controller #3";"50041458";"GA-EP45-DS5 Motherboard"
"VEN_8086&DEV_3A37";"8086";"Intel Corporation";"3A37";"82801JI (ICH10 Family) USB UHCI Controller #4";"";""
"VEN_8086&DEV_3A37&SUBSYS_028C1028";"8086";"Intel Corporation";"3A37";"82801JI (ICH10 Family) USB UHCI Controller #4";"028C1028";"PowerEdge R410 USB UHCI Controller"
"VEN_8086&DEV_3A37&SUBSYS_028D1028";"8086";"Intel Corporation";"3A37";"82801JI (ICH10 Family) USB UHCI Controller #4";"028D1028";"PowerEdge T410 USB UHCI Controller"
"VEN_8086&DEV_3A37&SUBSYS_330B103C";"8086";"Intel Corporation";"3A37";"82801JI (ICH10 Family) USB UHCI Controller #4";"330B103C";"ProLiant G6 series"
"VEN_8086&DEV_3A37&SUBSYS_82D41043";"8086";"Intel Corporation";"3A37";"82801JI (ICH10 Family) USB UHCI Controller #4";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A37&SUBSYS_50041458";"8086";"Intel Corporation";"3A37";"82801JI (ICH10 Family) USB UHCI Controller #4";"50041458";"Motherboard"
"VEN_8086&DEV_3A38";"8086";"Intel Corporation";"3A38";"82801JI (ICH10 Family) USB UHCI Controller #5";"";""
"VEN_8086&DEV_3A38&SUBSYS_028C1028";"8086";"Intel Corporation";"3A38";"82801JI (ICH10 Family) USB UHCI Controller #5";"028C1028";"PowerEdge R410 USB UHCI Controller"
"VEN_8086&DEV_3A38&SUBSYS_028D1028";"8086";"Intel Corporation";"3A38";"82801JI (ICH10 Family) USB UHCI Controller #5";"028D1028";"PowerEdge T410 USB UHCI Controller"
"VEN_8086&DEV_3A38&SUBSYS_330B103C";"8086";"Intel Corporation";"3A38";"82801JI (ICH10 Family) USB UHCI Controller #5";"330B103C";"ProLiant ML150 G6 Server"
"VEN_8086&DEV_3A38&SUBSYS_82D41043";"8086";"Intel Corporation";"3A38";"82801JI (ICH10 Family) USB UHCI Controller #5";"82D41043";"P5Q Deluxe Motherboard"
"VEN_8086&DEV_3A38&SUBSYS_50041458";"8086";"Intel Corporation";"3A38";"82801JI (ICH10 Family) USB UHCI Controller #5";"50041458";"Motherboard"
"VEN_8086&DEV_3A39";"8086";"Intel Corporation";"3A39";"82801JI (ICH10 Family) USB UHCI Controller #6";"";""
"VEN_8086&DEV_3A39&SUBSYS_028C1028";"8086";"Intel Corporation";"3A39";"82801JI (ICH10 Family) USB UHCI Controller #6";"028C1028";"PowerEdge R410 USB UHCI Controller"
"VEN_8086&DEV_3A39&SUBSYS_028D1028";"8086";"Intel Corporation";"3A39";"82801JI (ICH10 Family) USB UHCI Controller #6";"028D1028";"PowerEdge T410 USB UHCI Controller"
"VEN_8086&DEV_3A39&SUBSYS_330B103C";"8086";"Intel Corporation";"3A39";"82801JI (ICH10 Family) USB UHCI Controller #6";"330B103C";"ProLiant ML150 G6 Server"
